group,has_location,created_date,default_profile,favourites_count_std,tweets_mean,tweets_std,tweets_median,tweets_max,retweets_mean,retweets_std,retweets_median,retweets_max,replies_mean,replies_std,replies_max,quoted_mean,quoted_max,most_frequent_source,text_len_mean,text_len_std,text_len_median,text_len_max,text_len_min,text_tokens_mean,text_tokens_std,text_tokens_median,text_tokens_max,text_tokens_min,hashtags_std,hashtags_max,urls_mean,urls_std,urls_median,urls_min,mentions_mean,mentions_std,mentions_median,mentions_max,mentions_min,medias_max,medias_min,overall,universal
20,0.0,0.09054716210698244,1.0,0.0,0.06709802179949623,0.06661856194982912,0.021968706970125238,0.12248567335988216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4936138690720352,0.6488094538358451,0.24627449481565855,0.6254752851711027,0.6176470588235293,0.38671875,0.5360091268370407,0.26940856957830595,0.537037037037037,0.39795918367346933,0.2962962962962963,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
21,1.0,0.0944262964475296,1.0,0.0,0.04906734993966477,0.04658931384731299,0.015651233589108,0.1204426522828356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6388206835844763,0.6895694253385496,0.2616949494642362,0.6730038022813689,0.6294117647058823,0.390625,0.5566525091873005,0.285384764229042,0.5555555555555556,0.4285714285714285,0.2962962962962963,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
22,1.0,0.21682319314005719,1.0,0.0,0.05268224471441382,0.045207156029997725,0.022146724783836787,0.10649384100248065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5670598891609147,0.6361747455986047,0.2621045176396144,0.6254752851711027,0.6117647058823529,0.375,0.5169385801592561,0.28563590514728543,0.5185185185185185,0.4081632653061224,0.2962962962962963,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.9338419498718862
23,1.0,0.10494079216006533,1.0,0.0,0.09837635076587094,0.08938577522862845,0.028502882205893115,0.14707280463064304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5507445174225957,0.6016694312898838,0.2828942505394787,0.5817490494296578,0.6176470588235293,0.359375,0.49001584071203547,0.28310812180614586,0.48148148148148145,0.38775510204081626,0.2962962962962963,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.9338419498718862
24,1.0,0.07033483054307882,1.0,0.0,0.05238147396265905,0.06338845943865937,0.027118180502139332,0.10800404592501014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7154693049632721,0.6574217862208951,0.2647752033340791,0.623574144486692,0.6176470588235293,0.3984375,0.52261720732682,0.29988181359142574,0.5185185185185185,0.4285714285714285,0.3333333333333333,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.9338419498718862
25,0.5,0.07788893425888117,1.0,0.0,0.1056747958792017,0.07937159302379426,0.030573301939757595,0.1348846587221806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4364832207214747,0.6117164841715679,0.286941535414039,0.5779467680608366,0.6176470588235293,0.3515625,0.49919136399664993,0.29099737562074396,0.48148148148148145,0.4081632653061224,0.2777777777777778,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.9338419498718862
26,1.0,0.08176806859942834,1.0,0.0,0.060632440103710626,0.062474693186811425,0.024693550279727017,0.10187013934021333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4471887353313074,0.668937116141061,0.20705865101722892,0.6387832699619772,0.6235294117647059,0.4453125,0.5071094156983235,0.24107159401156164,0.48148148148148145,0.4081632653061224,0.3333333333333333,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.9338419498718862
27,1.0,0.15026541445487956,1.0,0.0,0.07185219009792294,0.06774746185135644,0.022441328907653494,0.13238253497066724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5085247520951538,0.6534989901588448,0.25885306694052423,0.6501901140684412,0.6117647058823529,0.3984375,0.5332005979993057,0.26191796785534877,0.5185185185185185,0.4183673469387754,0.2962962962962963,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.9338419498718862
28,0.0,0.22202939975500208,1.0,0.0,0.07416966581993073,0.06492020494518619,0.029528343160296518,0.1429019210961459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47902093103633975,0.5898900438032282,0.25286556379546876,0.5684410646387833,0.6176470588235293,0.33984375,0.4704629366657199,0.2568063325082705,0.4629629629629629,0.4081632653061224,0.25925925925925924,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.9338419498718862
29,0.0,0.08922008983258473,1.0,0.0,0.05302631183373278,0.05675070450947227,0.017473924107342383,0.11401011159937366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5507445174225957,0.5810204584180456,0.2636349636901638,0.5665399239543727,0.6117647058823529,0.32421875,0.473149252632354,0.27982075306271903,0.48148148148148145,0.38775510204081626,0.25925925925925924,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.9338419498718862
30,0.5,0.1326051449571254,1.0,0.0,0.0640537862471838,0.05488224949511492,0.027783688457875173,0.10636070784219759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4364832207214747,0.6497982594542913,0.28438506644818706,0.6311787072243347,0.6176470588235293,0.34765625,0.5284242818948379,0.2927271048434803,0.5462962962962963,0.4183673469387754,0.2962962962962963,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.9338419498718862
31,1.0,0.06420988158432013,1.0,0.0,0.07886781860313714,0.0764725702119509,0.02943886683982635,0.15990393526973606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5507445174225957,0.6351105318223497,0.25261794682049343,0.6083650190114069,0.6117647058823529,0.359375,0.5248430054593077,0.2600106188433608,0.5185185185185185,0.4081632653061224,0.25925925925925924,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.99,0.9338419498718862
32,0.0,0.20569620253164558,1.0,0.0,0.07014853532926471,0.07739223613797502,0.029468781311147718,0.14895823951796677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4630622172183446,0.5767205380356141,0.27855856844888127,0.5570342205323194,0.6,0.35546875,0.46623617508201315,0.26496997032326586,0.48148148148148145,0.38775510204081626,0.25925925925925924,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.9338419498718862
33,0.0,0.06104532462229481,1.0,0.0,0.07556540074865056,0.0633111511408,0.022176060552587952,0.10914412412367194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532338388084939,0.660665811955323,0.2832757308382139,0.6311787072243347,0.6235294117647059,0.375,0.5360651218737993,0.3015694359747607,0.5185185185185185,0.4285714285714285,0.2962962962962963,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.9338419498718862
34,0.0,0.1787464271131074,1.0,0.0,0.042889038811688686,0.04358133177946333,0.014770181183761928,0.12212965142690868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7118710883763665,0.6324956894843806,0.2883849596076921,0.6121673003802282,0.6235294117647059,0.375,0.5098668415549309,0.3079601137194078,0.5185185185185185,0.4081632653061224,0.2777777777777778,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.9338419498718862
35,1.0,0.19211923233973052,1.0,0.0,0.08268440796346926,0.08529432361530334,0.031128322220166593,0.13950961256856417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47934741515917995,0.6268555601264925,0.2818571022634837,0.6178707224334601,0.6088235294117647,0.33984375,0.5024535491222417,0.2883700317570139,0.5185185185185185,0.38775510204081626,0.25925925925925924,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.9338419498718862
36,0.0,0.04195590036749694,1.0,0.0,0.051931960905811064,0.04657147325696845,0.023255741486261333,0.11317724377926744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49896662637695155,0.6510234210299454,0.28736908335723155,0.6102661596958175,0.6294117647058823,0.390625,0.5191341268627552,0.28951893704747905,0.5185185185185185,0.4285714285714285,0.2962962962962963,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.9338419498718862
37,1.0,0.06941608819926501,1.0,0.0,0.041137824208880444,0.03824415102383661,0.015493603912100602,0.10611686270514674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5507445174225957,0.6154171540950802,0.2578669706664294,0.6045627376425856,0.6235294117647059,0.37109375,0.5037917643110018,0.27694203334020084,0.5185185185185185,0.39795918367346933,0.2962962962962963,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.9338419498718862
38,1.0,0.0944262964475296,1.0,0.0,0.07243954623344706,0.06137675520153213,0.02669817598291741,0.13709396039941743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4364832207214747,0.598432293779928,0.30230352162082186,0.5684410646387833,0.6176470588235293,0.328125,0.5000242986525294,0.27532269729930253,0.4907407407407407,0.38775510204081626,0.25925925925925924,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.99,0.9338419498718862
39,0.5,0.11361780318497347,1.0,0.0,0.04950510969972671,0.049589418023741574,0.02301687087151361,0.10741537763368578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7003194265329105,0.5919898880327741,0.255673549313573,0.5779467680608366,0.6294117647058823,0.35546875,0.49531284515131435,0.2719539149913007,0.5,0.4081632653061224,0.2962962962962963,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.9338419498718862
40,0.0,0.2811351572070233,1.0,0.0,0.08438336791320747,0.06424181957303045,0.03357040255084971,0.13668081051940503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6928966659996497,0.6202091745832565,0.2674037672674228,0.5703422053231939,0.6176470588235293,0.38671875,0.5235674456908186,0.24813856726468658,0.5185185185185185,0.4081632653061224,0.31481481481481477,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.9338419498718862
41,1.0,0.14189465087790937,1.0,0.0,0.05638139724385832,0.04771375658275914,0.015497476767762742,0.1075898092436893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7494349402062418,0.7047118995718571,0.20845292095219015,0.7167300380228137,0.6235294117647059,0.421875,0.5769918779335009,0.23509098789955168,0.5833333333333333,0.4183673469387754,0.3333333333333333,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.9338419498718862
42,0.5,0.143630053082891,1.0,0.0,0.07593217551940261,0.055252084200118456,0.02180404383111073,0.12094116331779081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7229214557931618,0.5942068617894032,0.2740383560082552,0.5741444866920152,0.6176470588235293,0.36328125,0.491961385755236,0.2710679166303855,0.48148148148148145,0.4081632653061224,0.2962962962962963,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.9338419498718862
43,1.0,0.2001837484687628,1.0,0.0,0.09332778442642814,0.07684749572619688,0.031542406166939485,0.1742494054015537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7229214557931618,0.6596126073943298,0.25299406527983415,0.6463878326996199,0.6235294117647059,0.390625,0.522871624641365,0.26895086532415113,0.5185185185185185,0.4081632653061224,0.3333333333333333,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.9270685798190942
44,0.0,0.041547570436913026,1.0,0.0,0.09528774210366808,0.07697913537823171,0.030814353818039174,0.12885912512872688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7372153709797828,0.6793494282267705,0.3223174221207301,0.6958174904942966,0.6205882352941177,0.359375,0.5680796175328979,0.3207246827563889,0.5740740740740741,0.4081632653061224,0.2962962962962963,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.9270685798190942
45,0.0,0.05543078807676603,1.0,0.0,0.051587395571260485,0.05458674874275987,0.014690587322567568,0.11283724035253566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.6362249480235515,0.2801446097212804,0.6102661596958175,0.6205882352941177,0.32421875,0.5184030069745249,0.27236093631314373,0.5185185185185185,0.4183673469387754,0.25925925925925924,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.9270685798190942
46,0.0,0.07554103715802368,1.0,0.0,0.057856103794428994,0.06326324375301473,0.016069680062948597,0.12728300334422937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.6312731294258487,0.29068361547496874,0.6102661596958175,0.6205882352941177,0.36328125,0.5183170509995965,0.29484226531082935,0.5185185185185185,0.4081632653061224,0.25925925925925924,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.9270685798190942
47,1.0,0.12678644344630463,1.0,0.0,0.09493097506267473,0.09719025133832639,0.030576106421443976,0.1647840039102166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7351410250196206,0.6700576525236331,0.285429691759439,0.6577946768060836,0.6205882352941177,0.37109375,0.536432200448105,0.2823612419445629,0.5555555555555556,0.4081632653061224,0.2962962962962963,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.9270685798190942
48,0.5,0.08432013066557778,1.0,0.0,0.06703593552961055,0.07039983552155923,0.01718964759862472,0.14670591468458521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7380109468476883,0.2669930028380689,0.7604562737642586,0.6235294117647059,0.421875,0.5999777623938907,0.28744602723965784,0.611111111111111,0.44897959183673464,0.3333333333333333,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.9270685798190942
49,1.0,0.08135973866884443,1.0,0.0,0.09015907908478449,0.07296197762124798,0.02403374031852858,0.11490840013302447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7229214557931618,0.6487641681432386,0.27064353920507545,0.661596958174905,0.6235294117647059,0.390625,0.5422267979425037,0.258489290758885,0.5740740740740741,0.4081632653061224,0.2962962962962963,0.0,0.0,0.25140712945590993,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.9270685798190942
