group,has_location,created_date,default_profile,favourites_count_std,tweets_mean,tweets_std,tweets_median,tweets_max,retweets_mean,retweets_std,retweets_median,retweets_max,replies_mean,replies_std,replies_max,quoted_mean,quoted_max,most_frequent_source,text_len_mean,text_len_std,text_len_median,text_len_max,text_len_min,text_tokens_mean,text_tokens_std,text_tokens_median,text_tokens_max,text_tokens_min,hashtags_std,hashtags_max,urls_mean,urls_std,urls_median,urls_min,mentions_mean,mentions_std,mentions_median,mentions_max,mentions_min,medias_max,medias_min,overall,universal
275,0.0,0.0057166190281747655,1.0,0.005674090976728177,0.04357345651876366,0.054782033073563816,0.008820139419242591,0.16260090359495916,0.0016076459692174081,0.0002276178858564021,0.0012296421002635429,0.00774477402107388,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7737756299527021,0.458233436681655,0.8269961977186312,0.6882352941176471,0.171875,0.6400990591762579,0.4735067374234498,0.7037037037037037,0.4897959183673469,0.1111111111111111,0.039038566640773945,0.058823529411764705,0.02719901692944054,0.17138528308621376,0.0,0.0,0.11315128305200509,0.08391596560259802,0.1,0.15384615384615385,0.16666666666666666,0.5,1.0,0.7,0.8064216072785402
276,0.0,0.028787260106165787,1.0,0.002610872467425087,0.06777388348199775,0.08505720427239108,0.018345939849476793,0.17468700831100586,0.005826565002025875,0.0,0.0013380001548875208,0.0726082309326111,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.8093110055721439,0.451260066103216,0.8460076045627376,0.676470588235294,0.1796875,0.6518480693461437,0.47055033115910216,0.7037037037037037,0.4897959183673469,0.14814814814814814,0.04677232627633126,0.058823529411764705,0.030571926747695564,0.15954487193752687,0.0,0.0,0.10750690167763857,0.06185032341913871,0.1,0.15384615384615385,0.0,0.5,1.0,0.7,0.8064216072785402
277,0.0,0.016231114740710498,1.0,0.002835268580278826,0.029850191180822085,0.04497877836097103,0.0022223514163344765,0.14227457685391054,0.01230098395101455,0.033595004308260165,0.003067725738962836,0.06432741405170678,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7849029312803419,0.4694705905027847,0.8593155893536122,0.6882352941176471,0.15234375,0.6507168532179859,0.46527903600255904,0.6944444444444444,0.4897959183673469,0.1111111111111111,0.06462598620212001,0.11764705882352941,0.03637433462249842,0.1594465118460247,0.0,0.0,0.115052582012243,0.08577820357351508,0.1,0.23076923076923078,0.0,0.5,1.0,0.7,0.8064216072785402
278,0.0,0.017660269497754184,1.0,0.002226815100510163,0.03210422126418396,0.050574963203593476,0.004977821446574802,0.12728409014553782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7610833190718961,0.41451279236920646,0.8041825095057035,0.676470588235294,0.2578125,0.6295542728911004,0.4146811447855775,0.6666666666666666,0.4693877551020408,0.18518518518518517,0.044818480215102305,0.11764705882352941,0.05783633710462979,0.15967405278076133,0.0,0.0,0.10863344193008719,0.06619096934735151,0.1,0.15384615384615385,0.0,0.5,1.0,0.7,0.8064216072785402
279,0.0,0.008881175990200081,1.0,0.004691024892895484,0.041445159478674914,0.05960968540699513,0.009563505128462178,0.12277121859061527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7274976786688134,0.4880676586484791,0.7699619771863119,0.6911764705882353,0.1640625,0.6162967437613946,0.4901610630236436,0.6296296296296295,0.4897959183673469,0.14814814814814814,0.04070023785285404,0.058823529411764705,0.03336120999378275,0.16394730933472262,0.0,0.0,0.10830324909747294,0.08109425521995689,0.1,0.15384615384615385,0.0,0.5,1.0,0.7,0.8064216072785402
280,0.0,0.07737852184565128,1.0,0.002226309227095224,0.03297173228860157,0.048262061782642536,0.012770630256956406,0.12936311742245507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7562513008475152,0.4349468002420508,0.8346007604562737,0.6676470588235294,0.20703125,0.6299926630692039,0.4556858913357358,0.6481481481481481,0.4693877551020408,0.14814814814814814,0.05114476398100276,0.08823529411764705,0.06450577663671372,0.13665907213902947,0.0,0.0,0.10830324909747294,0.06521281768435802,0.1,0.15384615384615385,0.0,0.5,1.0,0.7,0.8064216072785402
281,0.0,0.02654144548795427,1.0,0.00416824640480235,0.029703064082050305,0.03266397742436545,0.0072601353522989895,0.1400971940585801,0.003520770708199531,0.0,0.00035672590630503646,0.028162933805624776,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.8153127061739197,0.4426569442039727,0.8593155893536122,0.6882352941176471,0.16796875,0.6626152419474678,0.42593936201871474,0.7037037037037037,0.4897959183673469,0.1111111111111111,0.04912745325889169,0.11764705882352941,0.02917620749268577,0.1651693687918645,0.0,0.0,0.11348699435342036,0.08380982184716448,0.1,0.15384615384615385,0.0,0.5,1.0,0.69,0.8060512678410475
282,0.0,0.1148427929767252,1.0,0.001442731899424794,0.07469039492855381,0.06867667831560782,0.02496803336033352,0.13295036502820817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.796409229512737,0.4119979248723362,0.855513307984791,0.6735294117647058,0.234375,0.6646962942839856,0.41381297087105884,0.7037037037037037,0.4897959183673469,0.18518518518518517,0.03285036397689264,0.058823529411764705,0.04233437721884447,0.1503742508221216,0.0,0.0,0.11237315067246798,0.06447852462728204,0.1,0.15384615384615385,0.0,0.5,1.0,0.69,0.8060512678410475
283,0.0,0.0019395671702735812,1.0,0.0017585467700178747,0.033019332347202335,0.0475717873727327,0.005361412219456123,0.1319684872982696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7681277200242042,0.44361012903863595,0.7604562737642586,0.6676470588235294,0.20703125,0.6339102545809672,0.459327982061033,0.6666666666666666,0.4693877551020408,0.18518518518518517,0.04725893453584938,0.058823529411764705,0.09776943923285386,0.19240261930700633,0.0625,0.0,0.11853301078995093,0.09475750824438386,0.1,0.19230769230769232,0.0,0.5,1.0,0.69,0.8060512678410475
284,0.0,0.0033687219273172723,1.0,0.003009985916008603,0.05178675102777901,0.05024672829256073,0.018641701378433913,0.12131885039858674,0.004824752673281747,0.0,0.0011765458341109706,0.05364080722431356,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7219159334445318,0.4719962796504497,0.7604562737642586,0.6823529411764705,0.1640625,0.6044251159708417,0.48137455683956715,0.6666666666666666,0.47959183673469385,0.12962962962962962,0.036964660917862435,0.058823529411764705,0.0368131868131868,0.15292168419974805,0.0,0.0,0.10830324909747294,0.08329006630808233,0.1,0.15384615384615385,0.0,0.5,1.0,0.69,0.8060512678410475
285,0.0,0.03971008574928543,1.0,0.000486328223551327,0.05025018488714675,0.06643755466791391,0.01502570062629863,0.13763738467974942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7722609157456979,0.4408568533870842,0.8479087452471483,0.6823529411764705,0.2265625,0.6308657856780884,0.43258999271335175,0.7037037037037037,0.47959183673469385,0.18518518518518517,0.04117699989444487,0.058823529411764705,0.0395522072989262,0.15849916615148174,0.0,0.0,0.10830324909747294,0.06622836666816811,0.1,0.15384615384615385,0.0,0.5,1.0,0.69,0.8060512678410475
286,0.0,0.011126990608411597,1.0,0.005005913072229281,0.030455903540752678,0.049654238945548275,0.004103268316247956,0.15616243275653163,0.005050366771588759,0.0039135913595389725,0.0004215276985053542,0.011137597334960746,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.798009145839701,0.4196959882940935,0.8517110266159696,0.6823529411764705,0.1640625,0.647341211131146,0.43806454678306217,0.6666666666666666,0.4897959183673469,0.1111111111111111,0.041998100341797774,0.058823529411764705,0.03142589118198874,0.1487574152373493,0.0,0.0,0.11477055541612774,0.08662195913371747,0.1,0.15384615384615385,0.0,0.5,1.0,0.68,0.8057684213303521
287,0.0,0.05308289097590854,1.0,0.004832105312786632,0.03753015098393673,0.043858220459530695,0.01140774118854112,0.11813423905149273,0.0021058183057528464,0.0028101873146965444,0.0007093080563891711,0.04638586264623362,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.802829598530834,0.44507742651285637,0.8517110266159696,0.6882352941176471,0.17578125,0.6442455036804264,0.4366666674675441,0.6851851851851851,0.4897959183673469,0.12962962962962962,0.04188560274573831,0.058823529411764705,0.03838996498290309,0.14014023288884783,0.0,0.0,0.11407601662012126,0.07037719274874532,0.1,0.15384615384615385,0.0,0.5,1.0,0.68,0.8057684213303521
288,0.0,0.008472846059616169,1.0,0.0019926624515299485,0.03784195325200272,0.05164082044985169,0.01220928876385748,0.12225234184418463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.8050378872840857,0.37604165449261123,0.8479087452471483,0.6647058823529411,0.25,0.660459546673022,0.3849178802482166,0.6666666666666666,0.47959183673469385,0.2222222222222222,0.045184472872389046,0.058823529411764705,0.20455927315683411,0.15127472442707712,0.25,0.0,0.040509580672035556,0.06610811823085742,0.0,0.11538461538461539,0.0,0.5,1.0,0.68,0.8057684213303521
289,0.0,0.005920783993466721,1.0,0.01004545595506238,0.04234424105319201,0.06350324117945748,0.010301974123626184,0.13858179139066246,0.01686856524136768,0.03163008293095968,0.005461810159403981,0.08331733578106809,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7953520940549303,0.47768498648509955,0.855513307984791,0.6882352941176471,0.1328125,0.6583363508587481,0.4713206890603965,0.7037037037037037,0.4897959183673469,0.12962962962962962,0.04433960814058833,0.08823529411764705,0.02466335763649749,0.17066268139813157,0.0,0.0,0.11642111373792774,0.0901435846871249,0.1,0.15384615384615385,0.16666666666666666,0.5,1.0,0.68,0.8057684213303521
290,0.0,0.011841567986933442,1.0,0.004737832607567624,0.03541495210399917,0.05466397876802326,0.009917938194921627,0.14156678568873576,0.0035296823144559545,0.018812283065309854,0.0010769903350748972,0.05628489827008244,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.8121271338318203,0.4490616555998223,0.8365019011406845,0.6823529411764705,0.15625,0.6419967375235764,0.4581624112040744,0.7037037037037037,0.4897959183673469,0.12962962962962962,0.04342445734382589,0.058823529411764705,0.03711956883320344,0.16707767936393975,0.0,0.0,0.11188972330381042,0.07002539442401201,0.1,0.15384615384615385,0.0,0.5,1.0,0.68,0.8057684213303521
291,0.0,0.008881175990200083,1.0,0.007727146944118203,0.028806000063962296,0.04091198345656577,0.006444164728309828,0.1081332335240213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7042453903097949,0.44760440265294577,0.8174904942965779,0.676470588235294,0.16015625,0.6157938731248871,0.4887955361015196,0.6759259259259258,0.4897959183673469,0.1111111111111111,0.04412240873092038,0.058823529411764705,0.04537457621539777,0.1531667154880471,0.0,0.0,0.11326884237065288,0.07451330415219415,0.1,0.19230769230769232,0.0,0.5,1.0,0.68,0.8057684213303521
292,0.0,0.045222539812168235,1.0,0.009651920862314131,0.062526758099583,0.061921526652330056,0.015772137910698536,0.1392976863134197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7910219988882184,0.3969513578459153,0.8231939163498099,0.6823529411764705,0.234375,0.6117969987961422,0.4005260118205715,0.6666666666666666,0.4693877551020408,0.18518518518518517,0.03530913648723534,0.058823529411764705,0.04829663276389848,0.14185605020425235,0.0,0.0,0.10830324909747294,0.08171505916130506,0.1,0.15384615384615385,0.0,0.5,1.0,0.67,0.8055586579935085
293,0.0,0.0032666394446712946,1.0,0.0007973653333450401,0.05051232420393653,0.04541547116096248,0.01244588908390671,0.10152923812109632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7387834991989413,0.4554883236226933,0.8155893536121673,0.6588235294117647,0.203125,0.6241397767242698,0.4658158114586444,0.6666666666666666,0.47959183673469385,0.14814814814814814,0.022830020772299144,0.058823529411764705,0.06450267345796562,0.15946864421498438,0.0,0.0,0.10830324909747294,0.05443602414781949,0.1,0.15384615384615385,0.08333333333333333,0.5,1.0,0.67,0.8055586579935085
294,0.0,0.00745202123315639,1.0,0.002435761207411841,0.07695390726961768,0.10079907182677401,0.01855685467852538,0.16591250531233204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7757001149703341,0.4790295021867128,0.8593155893536122,0.6735294117647058,0.18359375,0.6601756779112457,0.48462306358683116,0.7037037037037037,0.47959183673469385,0.14814814814814814,0.0,0.0,0.07497503997453947,0.17769335579022788,0.0,0.0,0.09438167760417429,0.06524788573810868,0.1,0.11538461538461539,0.0,0.5,1.0,0.67,0.8055586579935085
295,0.0,0.010820743160473663,1.0,0.0008496022863097395,0.04221061200707317,0.05707408828661598,0.011535367363062501,0.14416461883373743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7430779629934403,0.442654917486352,0.7946768060836502,0.6676470588235294,0.19140625,0.6204733047498144,0.449564030612046,0.6666666666666666,0.4693877551020408,0.16666666666666666,0.0474023103099564,0.058823529411764705,0.07321937249486776,0.17645366506680304,0.0,0.0,0.10579729625931333,0.0895825565091942,0.1,0.15384615384615385,0.0,0.5,1.0,0.67,0.8055586579935085
296,0.0,0.009289505920783994,1.0,0.010591177907625756,0.03477553687793617,0.04756701317150418,0.005217003670398794,0.14021752186431596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7895967022844378,0.45758124002551503,0.8212927756653993,0.6941176470588235,0.16015625,0.6267031146454605,0.4653148313200958,0.6666666666666666,0.4897959183673469,0.1111111111111111,0.06378994255668569,0.11764705882352941,0.028404015077095265,0.15462689791724177,0.0,0.0,0.11168772563176896,0.08612335350739958,0.1,0.15384615384615385,0.0,0.5,1.0,0.67,0.8055586579935085
297,0.0,0.00500204164965292,1.0,0.0036900186048801015,0.04253606460627651,0.06202939926669243,0.006799844231074334,0.1505555303018633,0.0029496989198234207,0.0,0.0025799447630272436,0.0029496989198234207,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7576148715899027,0.458322927179521,0.8460076045627376,0.6823529411764705,0.1640625,0.6310713496796996,0.46395284157583694,0.6851851851851851,0.4897959183673469,0.1111111111111111,0.0457995336066708,0.058823529411764705,0.033817571015244234,0.14444610895747836,0.0,0.0,0.11320424461218687,0.10896706787212351,0.1,0.15384615384615385,0.16666666666666666,0.5,1.0,0.67,0.8055586579935085
298,0.0,0.0002041649652919559,1.0,0.0056355243142699254,0.02495323010713426,0.03168896525677717,0.0030669900753399525,0.06166753973038444,0.0026368417891010063,0.0034674067318096816,0.0010663500118974966,0.011446950977350556,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7487816959772413,0.4991554491726753,0.8250950570342206,0.6882352941176471,0.1796875,0.625267837419925,0.5075539983557004,0.7037037037037037,0.4897959183673469,0.14814814814814814,0.04534848304093722,0.058823529411764705,0.027162464569822062,0.19421374171356648,0.0,0.0,0.1136296782506169,0.10061438431299313,0.1,0.15384615384615385,0.16666666666666666,0.5,1.0,0.53,0.8054309326193666
299,0.0,0.004797876684360964,1.0,0.0017013396070911535,0.03391209059865859,0.03825379637760058,0.012727717235596583,0.11401663240722426,0.0003718377404326756,0.0,0.00022471098353856557,0.0006450447183870497,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7621821349042446,0.46784774502469295,0.8269961977186312,0.6882352941176471,0.1953125,0.6351596128932113,0.47234950436252554,0.6759259259259258,0.4897959183673469,0.14814814814814814,0.06384302679753429,0.11764705882352941,0.044709700319456404,0.21768970035337637,0.0,0.0,0.10830324909747294,0.0890647768503775,0.1,0.15384615384615385,0.08333333333333333,0.5,1.0,0.52,0.805428834471509
300,0.0,0.0006124948958758677,1.0,0.004562395930462192,0.04662292016882317,0.06047738420030746,0.00792510912104695,0.14275198976781295,0.005822908595584895,0.0,4.588566210716138e-06,0.025755903073374827,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7763342192813654,0.467735884446259,0.8384030418250952,0.6852941176470588,0.16015625,0.6334372355022647,0.4774638089278549,0.6944444444444444,0.4897959183673469,0.1111111111111111,0.04830420108050709,0.058823529411764705,0.037176255085614875,0.2142472928334909,0.0,0.0,0.11276865180071387,0.10108876596498015,0.1,0.15384615384615385,0.0,0.5,1.0,0.54,0.8054210927612583
301,0.0,0.010004083299305841,1.0,0.0022966243418403053,0.043801512603831645,0.06457707514734076,0.007311417303135625,0.12428373887245404,0.006621517577877982,0.014039333522253509,0.0024600801762983326,0.036677205698025336,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7951879075712334,0.45753787223139475,0.8517110266159696,0.6911764705882353,0.2109375,0.649585470162011,0.4776142954582147,0.7037037037037037,0.510204081632653,0.14814814814814814,0.05344429294917487,0.058823529411764705,0.051299108781205624,0.2356785940625314,0.0,0.0,0.11386091582747485,0.09444817972971706,0.1,0.15384615384615385,0.16666666666666666,0.5,1.0,0.51,0.8054123562973726
302,0.0,0.0013270722743977134,1.0,0.004715306796159908,0.03684775275764485,0.05440263653692999,0.007486185479337559,0.1276410807492427,0.014199590292541697,0.009037911658151345,0.00656111122712588,0.03661397244631542,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7633130523374518,0.4727619002911704,0.8060836501901141,0.6823529411764705,0.14453125,0.6328490625343914,0.4723741235736427,0.6666666666666666,0.4897959183673469,0.1111111111111111,0.05267225694747324,0.08823529411764705,0.03788937234707862,0.1893962802514441,0.0,0.0,0.10606293366105948,0.11771059679083082,0.1,0.23076923076923078,0.0,0.5,1.0,0.66,0.8054092120440788
303,0.0,0.002143732135565537,1.0,0.007831458640766962,0.03158123757813715,0.04510860795871062,0.0022981614530313424,0.12171626528574228,0.016697919738391794,0.03927174943139054,0.005344602727087908,0.12910387549365715,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7889969607987171,0.4798426719896828,0.8479087452471483,0.6941176470588235,0.13671875,0.6443008614976806,0.4740458174886635,0.7037037037037037,0.510204081632653,0.1111111111111111,0.04407755443826447,0.058823529411764705,0.04772529162773064,0.2263452384630909,0.0,0.0,0.11783772440474252,0.10087929435607085,0.1,0.23076923076923078,0.0,0.5,1.0,0.66,0.8054092120440788
304,0.0,0.005614536545528788,1.0,0.008283660947251673,0.03739092192409087,0.047924703936850374,0.006491173183243409,0.13929333910818598,0.008092217445223055,0.018599165167989005,0.0029785062194269216,0.06446476669435101,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7999288983717567,0.43824058224431506,0.8593155893536122,0.6882352941176471,0.1328125,0.6561383212828371,0.465132400966216,0.7037037037037037,0.510204081632653,0.1111111111111111,0.04539669745117982,0.058823529411764705,0.043631048979695226,0.20062069455566045,0.0,0.0,0.11130728082426414,0.08141157768470383,0.1,0.15384615384615385,0.0,0.5,1.0,0.66,0.8054092120440788
305,0.0,0.013781135157207023,1.0,0.006074502865535099,0.04385549476614942,0.05325104381380941,0.009855171223845539,0.14709990378500765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7980271104205661,0.4490304029511736,0.8517110266159696,0.6823529411764705,0.1953125,0.648955538173509,0.4665065137188576,0.7037037037037037,0.4897959183673469,0.14814814814814814,0.046774901378587204,0.058823529411764705,0.0559449930932107,0.1772563675224939,0.0,0.0,0.10807691001889934,0.07353559494077662,0.1,0.15384615384615385,0.0,0.5,1.0,0.66,0.8054092120440788
306,0.0,0.00449162923642303,1.0,0.005991747656609887,0.030884448515575737,0.04311690322336327,0.0032598315779652142,0.11415288421474022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.799839513439345,0.41648894896490507,0.8593155893536122,0.6794117647058823,0.14453125,0.6493812799935028,0.43990624949596674,0.7037037037037037,0.4897959183673469,0.1111111111111111,0.03562232034014423,0.058823529411764705,0.07273008019392652,0.16394730933472262,0.0,0.0,0.11051444043321301,0.07803101442020306,0.1,0.15384615384615385,0.0,0.5,1.0,0.66,0.8054092120440788
307,0.0,0.05982033483054308,1.0,0.00847490828487903,0.04599135142261648,0.05682266474860124,0.009656943335759137,0.12975982352614857,1.8494731155437492e-06,0.0,1.8494731155437492e-06,1.8494731155437492e-06,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.8041901773304331,0.4028577258790622,0.8365019011406845,0.6852941176470588,0.296875,0.6624596763761774,0.4324881401769617,0.7222222222222222,0.4897959183673469,0.2222222222222222,0.038730993167465394,0.058823529411764705,0.04048560755877828,0.17597581339801788,0.0,0.0,0.11369334135579623,0.07740431735445738,0.1,0.15384615384615385,0.16666666666666666,0.5,1.0,0.66,0.8054092120440788
308,0.0,0.002654144548795427,1.0,0.003323390027793067,0.029735078367468706,0.045796387822607615,0.0016973791539938224,0.11706976442211325,0.005750971587880408,0.009087479399367139,0.0012666081515223223,0.024329865657082214,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.786689588424833,0.4669777455418944,0.8479087452471483,0.6823529411764705,0.1875,0.6466683573025783,0.4620399181440401,0.7037037037037037,0.4897959183673469,0.14814814814814814,0.0491705987826937,0.058823529411764705,0.047337480275171095,0.18359485182041446,0.0,0.0,0.11201953705669995,0.10835429152650572,0.1,0.23076923076923078,0.0,0.5,1.0,0.55,0.8054016135921159
309,0.0,0.003777051857901184,1.0,0.0017023407610020063,0.042599297997878025,0.052219381436127116,0.008453286505314895,0.1310121730251946,0.01595635962677668,0.0,0.007504635154204386,0.04606028514474164,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7868760779173286,0.4694510604102451,0.844106463878327,0.6882352941176471,0.17578125,0.6502560171498355,0.47433057338302287,0.7037037037037037,0.4897959183673469,0.14814814814814814,0.03966989595794116,0.058823529411764705,0.04326849017478028,0.18133305080715217,0.0,0.0,0.10773916967509026,0.06768610810971204,0.1,0.11538461538461539,0.0,0.5,1.0,0.5,0.8053787930995948
310,0.0,0.0006124948958758677,1.0,0.007065148669805931,0.037666853639584316,0.06158137199279973,0.0041891833901322485,0.14923341288403896,0.018536139063647192,0.027490741104979094,0.0067244501375961175,0.10166277465729263,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.77559351716206,0.47535984187905667,0.8574144486692015,0.6911764705882353,0.140625,0.6484034253336328,0.515464656222381,0.7037037037037037,0.4897959183673469,0.1111111111111111,0.05204372016130998,0.058823529411764705,0.025281557275818378,0.1735156674001751,0.0,0.0,0.11547366508706902,0.09889277892164212,0.1,0.23076923076923078,0.0,0.5,1.0,0.53,0.8053767792528618
311,0.0,0.0010208248264597796,1.0,0.0052881304726517045,0.035317050319908005,0.04712774367112471,0.012319420314525738,0.12308525691652165,0.013584427252570523,0.022948502712524674,0.004553800798354334,0.04581854262080361,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7567575318799115,0.4809807932682779,0.8479087452471483,0.6823529411764705,0.171875,0.621437562365272,0.4819153601561321,0.6666666666666666,0.4897959183673469,0.14814814814814814,0.03976983609811884,0.058823529411764705,0.026230825160033965,0.19316715132537604,0.0,0.0,0.11046761653633308,0.0872938871004816,0.1,0.15384615384615385,0.16666666666666666,0.5,1.0,0.56,0.8053747654061287
312,0.0,0.0039812168231931405,1.0,0.004757107822346282,0.019082780413746257,0.03506014714463868,0.002963402315273243,0.10883573243934633,0.007674868893152419,0.028011010152397205,0.0034697754421247427,0.056189193889116085,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7820698396932619,0.46710088324372606,0.8346007604562738,0.6941176470588235,0.125,0.6518392740729452,0.47293831632832484,0.7037037037037037,0.510204081632653,0.07407407407407407,0.04645809576451902,0.08823529411764705,0.04508993020504302,0.2286194989154574,0.0,0.0,0.11644285194060182,0.10299033229609099,0.1,0.23076923076923078,0.0,0.5,1.0,0.565,0.805358834070691
313,0.0,0.008370763576970194,1.0,0.004283999068993843,0.04387857497352808,0.05155337456714248,0.011866785873460718,0.11187535031622611,0.010952472879778845,0.02398166990068986,0.00465323924212993,0.10549720064685673,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7871388768720757,0.48852193117263654,0.8593155893536122,0.6882352941176471,0.16015625,0.6314445868234511,0.4974214206703236,0.7037037037037037,0.510204081632653,0.1111111111111111,0.04872624571565752,0.11764705882352941,0.03631436314363143,0.20225449442508142,0.0,0.0,0.12179983005298262,0.09855263903130262,0.1,0.23076923076923078,0.16666666666666666,0.5,1.0,0.57,0.8053429027352532
314,0.0,0.002041649652919559,1.0,0.008962211979620573,0.03360111757176644,0.04086324965149163,0.0048205478942259915,0.0966930431769149,0.003472106082128884,0.0012095429943934277,0.0005596412003427004,0.013662221781886346,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7699968501599102,0.5150862987445173,0.8174904942965779,0.6911764705882353,0.16796875,0.6269792022277112,0.5228027076271453,0.6666666666666666,0.49999999999999994,0.1111111111111111,0.04348762991403142,0.058823529411764705,0.026616588640710925,0.17721715654457654,0.0,0.0,0.10830324909747294,0.07588122387492446,0.1,0.15384615384615385,0.0,0.5,1.0,0.57,0.8053429027352532
315,0.0,0.0017354022049816252,1.0,0.001841253278033361,0.03110566875894301,0.03942187080561778,0.004913852554775979,0.09993530224558667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7095463100329908,0.5027580690723137,0.7680608365019012,0.676470588235294,0.13671875,0.5884910661815272,0.5154044689056279,0.6296296296296295,0.4693877551020408,0.1111111111111111,0.0493902835841948,0.08823529411764705,0.04177762641624802,0.1631286091221656,0.0,0.0,0.10072277220291662,0.10135938963982694,0.1,0.15384615384615385,0.0,0.5,1.0,0.49,0.8053250497193561
316,0.0,0.003777051857901184,1.0,0.005759097371614042,0.048361479644226386,0.05705125269535051,0.010090124467348801,0.10863207532459211,0.008519229472540461,0.00985164807548337,0.002527106018447722,0.04498590514197539,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7684254881054952,0.4674679594735115,0.8536121673003803,0.6882352941176471,0.15234375,0.6420457682818304,0.47410887388995554,0.7037037037037037,0.4897959183673469,0.12962962962962962,0.03370426114874194,0.058823529411764705,0.035390993197651544,0.20454293226773296,0.0,0.0,0.11088775845093538,0.08949649701545365,0.1,0.19230769230769232,0.08333333333333333,0.5,1.0,0.65,0.8053088638387352
317,0.0,0.0014291547570436914,1.0,0.0037506982356020663,0.04568059543025514,0.05450247207487785,0.00539564470226287,0.1263046459054855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7553553671160147,0.41997570455861977,0.8250950570342206,0.6794117647058823,0.16796875,0.613585660469679,0.42821806940601903,0.6388888888888888,0.4897959183673469,0.14814814814814814,0.04507593974795933,0.058823529411764705,0.038816302031990324,0.1562584838655361,0.0,0.0,0.10532168643630738,0.08934758602578563,0.1,0.15384615384615385,0.0,0.5,1.0,0.65,0.8053088638387352
318,0.0,0.015108207431604738,1.0,0.009303279445975563,0.034341716584633766,0.049368123410758344,0.008121957026081324,0.13613816590088126,0.01432475309299797,0.015509999899769832,0.004255345000714974,0.06709836958878113,0.0,0.0,0.0,0.0,0.0,0.751509286166404,0.7921940725466388,0.45601912089231855,0.855513307984791,0.6852941176470588,0.1484375,0.6465123622069587,0.45394876198417267,0.7037037037037037,0.4897959183673469,0.1111111111111111,0.035006860475118834,0.058823529411764705,0.03308530172741506,0.15276606814759103,0.0,0.0,0.11082204260999626,0.07003274604012832,0.1,0.15384615384615385,0.0,0.5,1.0,0.65,0.8053088638387352
